EntryDateTime,TagTime,EntryDate,NextGateTime,Time_In_Zone,EventType,EmpID,Gate,Area,BusinessSection,Shift,EmployeeDateEvents,ShKey,TransformTimestamp
2021-01-09 06:33:45,2021-01-09 18:53:51,2021-01-09,2021-01-12 06:45:22,,Exit,3427,Perimeter,outside the system,Surface,Day,34272021-01-09 06:33:45,09012021P1,2025-09-11 07:19:38.07883
2021-01-12 06:45:22,2021-01-12 06:45:22,2021-01-12,2021-01-12 07:04:41,0.3219444444444444,Entry,3427,Perimeter,Surface Changehouses,Surface,Day,34272021-01-12 06:45:22,12012021P1,2025-09-11 07:19:38.07883
2021-01-12 06:45:22,2021-01-12 07:04:41,2021-01-12,2021-01-12 08:04:06,0.9902777777777778,Entry,3427,Deployment,Deployment Area,Surface,Day,34272021-01-12 06:45:22,12012021P1,2025-09-11 07:19:38.07883
2021-01-12 06:45:22,2021-01-12 08:04:06,2021-01-12,2021-01-12 17:53:40,9.82611111111111,Entry,3427,Cage,Underground,Underground2,Day,34272021-01-12 06:45:22,12012021P1,2025-09-11 07:19:38.07883
2021-01-12 06:45:22,2021-01-12 17:53:40,2021-01-12,2021-01-12 18:56:37,1.0491666666666666,Entry,3427,Deployment,Deployment Area,Surface,Day,34272021-01-12 06:45:22,12012021P1,2025-09-11 07:19:38.07883
2021-01-12 06:45:22,2021-01-12 18:56:37,2021-01-12,2021-01-13 06:41:09,,Exit,3427,Perimeter,outside the system,Surface,Day,34272021-01-12 06:45:22,12012021P1,2025-09-11 07:19:38.07883
2021-01-13 06:41:09,2021-01-13 06:41:09,2021-01-13,2021-01-13 07:03:44,0.3763888888888889,Entry,3427,Perimeter,Surface Changehouses,Surface,Day,34272021-01-13 06:41:09,13012021P1,2025-09-11 07:19:38.07883
2021-01-13 06:41:09,2021-01-13 07:03:44,2021-01-13,2021-01-13 08:10:34,1.113888888888889,Entry,3427,Deployment,Deployment Area,Surface,Day,34272021-01-13 06:41:09,13012021P1,2025-09-11 07:19:38.07883
2021-01-13 06:41:09,2021-01-13 08:10:34,2021-01-13,2021-01-13 17:22:22,9.196666666666667,Entry,3427,Cage,Underground,Underground2,Day,34272021-01-13 06:41:09,13012021P1,2025-09-11 07:19:38.07883
2021-01-13 06:41:09,2021-01-13 17:22:22,2021-01-13,2021-01-13 18:52:34,1.5033333333333334,Entry,3427,Deployment,Deployment Area,Surface,Day,34272021-01-13 06:41:09,13012021P1,2025-09-11 07:19:38.07883
2021-01-13 06:41:09,2021-01-13 18:52:34,2021-01-13,2021-01-21 18:54:03,,Exit,3427,Perimeter,outside the system,Surface,Day,34272021-01-13 06:41:09,13012021P1,2025-09-11 07:19:38.07883
2021-01-21 18:54:03,2021-01-21 18:54:03,2021-01-21,2021-01-21 19:13:35,0.32555555555555554,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-21 18:54:03,21012021P2,2025-09-11 07:19:38.07883
2021-01-21 18:54:03,2021-01-21 19:13:35,2021-01-21,2021-01-21 20:26:10,1.2097222222222221,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-21 18:54:03,21012021P2,2025-09-11 07:19:38.07883
2021-01-21 18:54:03,2021-01-21 20:26:10,2021-01-21,2021-01-22 05:51:16,9.418333333333333,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-21 18:54:03,21012021P2,2025-09-11 07:19:38.07883
2021-01-21 18:54:03,2021-01-22 05:51:16,2021-01-21,2021-01-22 06:55:56,1.0777777777777777,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-21 18:54:03,21012021P2,2025-09-11 07:19:38.07883
2021-01-21 18:54:03,2021-01-22 06:55:56,2021-01-21,2021-01-22 18:38:43,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-21 18:54:03,21012021P2,2025-09-11 07:19:38.07883
2021-01-22 18:38:43,2021-01-22 18:38:43,2021-01-22,2021-01-22 19:16:18,0.6263888888888889,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-22 18:38:43,22012021P2,2025-09-11 07:19:38.07883
2021-01-22 18:38:43,2021-01-22 19:16:18,2021-01-22,2021-01-22 20:15:33,0.9875,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-22 18:38:43,22012021P2,2025-09-11 07:19:38.07883
2021-01-22 18:38:43,2021-01-22 20:15:33,2021-01-22,2021-01-23 05:35:03,9.325,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-22 18:38:43,22012021P2,2025-09-11 07:19:38.07883
2021-01-22 18:38:43,2021-01-23 05:35:03,2021-01-22,2021-01-23 06:54:59,1.3322222222222222,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-22 18:38:43,22012021P2,2025-09-11 07:19:38.07883
2021-01-22 18:38:43,2021-01-23 06:54:59,2021-01-22,2021-01-23 18:50:57,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-22 18:38:43,22012021P2,2025-09-11 07:19:38.07883
2021-01-23 18:50:57,2021-01-23 18:50:57,2021-01-23,2021-01-23 19:08:35,0.29388888888888887,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-23 18:50:57,23012021P2,2025-09-11 07:19:38.07883
2021-01-23 18:50:57,2021-01-23 19:08:35,2021-01-23,2021-01-23 20:01:22,0.8797222222222222,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-23 18:50:57,23012021P2,2025-09-11 07:19:38.07883
2021-01-23 18:50:57,2021-01-23 20:01:22,2021-01-23,2021-01-24 05:44:30,9.71888888888889,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-23 18:50:57,23012021P2,2025-09-11 07:19:38.07883
2021-01-23 18:50:57,2021-01-24 05:44:30,2021-01-23,2021-01-24 06:51:45,1.1208333333333333,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-23 18:50:57,23012021P2,2025-09-11 07:19:38.07883
2021-01-23 18:50:57,2021-01-24 06:51:45,2021-01-23,2021-01-24 18:41:55,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-23 18:50:57,23012021P2,2025-09-11 07:19:38.07883
2021-01-24 18:41:55,2021-01-24 18:41:55,2021-01-24,2021-01-24 19:15:52,0.5658333333333333,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-24 18:41:55,24012021P2,2025-09-11 07:19:38.07883
2021-01-24 18:41:55,2021-01-24 19:15:52,2021-01-24,2021-01-24 20:01:42,0.7638888888888888,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-24 18:41:55,24012021P2,2025-09-11 07:19:38.07883
2021-01-24 18:41:55,2021-01-24 20:01:42,2021-01-24,2021-01-25 05:39:20,9.627222222222223,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-24 18:41:55,24012021P2,2025-09-11 07:19:38.07883
2021-01-24 18:41:55,2021-01-25 05:39:20,2021-01-24,2021-01-25 06:58:54,1.326111111111111,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-24 18:41:55,24012021P2,2025-09-11 07:19:38.07883
2021-01-24 18:41:55,2021-01-25 06:58:54,2021-01-24,2021-01-25 18:41:52,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-24 18:41:55,24012021P2,2025-09-11 07:19:38.07883
2021-01-25 18:41:52,2021-01-25 18:41:52,2021-01-25,2021-01-25 19:14:49,0.5491666666666667,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-25 18:41:52,25012021P2,2025-09-11 07:19:38.07883
2021-01-25 18:41:52,2021-01-25 19:14:49,2021-01-25,2021-01-25 20:15:04,1.0041666666666667,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-25 18:41:52,25012021P2,2025-09-11 07:19:38.07883
2021-01-25 18:41:52,2021-01-25 20:15:04,2021-01-25,2021-01-26 05:37:38,9.376111111111111,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-25 18:41:52,25012021P2,2025-09-11 07:19:38.07883
2021-01-25 18:41:52,2021-01-26 05:37:38,2021-01-25,2021-01-26 06:51:12,1.2261111111111112,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-25 18:41:52,25012021P2,2025-09-11 07:19:38.07883
2021-01-25 18:41:52,2021-01-26 06:51:12,2021-01-25,2021-01-26 18:46:04,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-25 18:41:52,25012021P2,2025-09-11 07:19:38.07883
2021-01-26 18:46:04,2021-01-26 18:46:04,2021-01-26,2021-01-26 19:19:24,0.5555555555555556,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-26 18:46:04,26012021P2,2025-09-11 07:19:38.07883
2021-01-26 18:46:04,2021-01-26 19:19:24,2021-01-26,2021-01-26 20:09:00,0.8266666666666667,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-26 18:46:04,26012021P2,2025-09-11 07:19:38.07883
2021-01-26 18:46:04,2021-01-26 20:09:00,2021-01-26,2021-01-27 05:59:42,9.845,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-26 18:46:04,26012021P2,2025-09-11 07:19:38.07883
2021-01-26 18:46:04,2021-01-27 05:59:42,2021-01-26,2021-01-27 06:55:54,0.9366666666666666,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-26 18:46:04,26012021P2,2025-09-11 07:19:38.07883
2021-01-26 18:46:04,2021-01-27 06:55:54,2021-01-26,2021-01-27 18:36:49,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-26 18:46:04,26012021P2,2025-09-11 07:19:38.07883
2021-01-27 18:36:49,2021-01-27 18:36:49,2021-01-27,2021-01-27 19:10:20,0.5586111111111111,Entry,3427,Perimeter,Surface Changehouses,Surface,Night,34272021-01-27 18:36:49,27012021P2,2025-09-11 07:19:38.07883
2021-01-27 18:36:49,2021-01-27 19:10:20,2021-01-27,2021-01-27 20:10:35,1.0041666666666667,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-27 18:36:49,27012021P2,2025-09-11 07:19:38.07883
2021-01-27 18:36:49,2021-01-27 20:10:35,2021-01-27,2021-01-28 05:26:02,9.2575,Entry,3427,Cage,Underground,Underground2,Night,34272021-01-27 18:36:49,27012021P2,2025-09-11 07:19:38.07883
2021-01-27 18:36:49,2021-01-28 05:26:02,2021-01-27,2021-01-28 06:54:52,1.4805555555555556,Entry,3427,Deployment,Deployment Area,Surface,Night,34272021-01-27 18:36:49,27012021P2,2025-09-11 07:19:38.07883
2021-01-27 18:36:49,2021-01-28 06:54:52,2021-01-27,2025-09-11 00:00:00,,Exit,3427,Perimeter,outside the system,Surface,Night,34272021-01-27 18:36:49,27012021P2,2025-09-11 07:19:38.07883
2021-01-01 18:30:54,2021-01-01 18:30:54,2021-01-01,2021-01-01 19:20:11,0.8213888888888888,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-01 18:30:54,01012021P2,2025-09-11 07:19:38.07883
2021-01-01 18:30:54,2021-01-01 19:20:11,2021-01-01,2021-01-01 20:24:37,1.073888888888889,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-01 18:30:54,01012021P2,2025-09-11 07:19:38.07883
2021-01-01 18:30:54,2021-01-01 20:24:37,2021-01-01,2021-01-02 05:34:41,9.167777777777777,Entry,3429,Cage,Underground,Underground1,Night,34292021-01-01 18:30:54,01012021P2,2025-09-11 07:19:38.07883
2021-01-01 18:30:54,2021-01-02 05:34:41,2021-01-01,2021-01-02 06:53:48,1.3186111111111112,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-01 18:30:54,01012021P2,2025-09-11 07:19:38.07883
2021-01-01 18:30:54,2021-01-02 06:53:48,2021-01-01,2021-01-02 18:56:40,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-01 18:30:54,01012021P2,2025-09-11 07:19:38.07883
2021-01-02 18:56:40,2021-01-02 18:56:40,2021-01-02,2021-01-02 19:08:01,0.18916666666666668,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-02 18:56:40,02012021P2,2025-09-11 07:19:38.07883
2021-01-02 18:56:40,2021-01-02 19:08:01,2021-01-02,2021-01-02 20:10:46,1.0458333333333334,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-02 18:56:40,02012021P2,2025-09-11 07:19:38.07883
2021-01-02 18:56:40,2021-01-02 20:10:46,2021-01-02,2021-01-03 05:42:30,9.528888888888888,Entry,3429,Cage,Underground,Underground2,Night,34292021-01-02 18:56:40,02012021P2,2025-09-11 07:19:38.07883
2021-01-02 18:56:40,2021-01-03 05:42:30,2021-01-02,2021-01-03 06:55:37,1.218611111111111,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-02 18:56:40,02012021P2,2025-09-11 07:19:38.07883
2021-01-02 18:56:40,2021-01-03 06:55:37,2021-01-02,2021-01-03 18:42:34,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-02 18:56:40,02012021P2,2025-09-11 07:19:38.07883
2021-01-03 18:42:34,2021-01-03 18:42:34,2021-01-03,2021-01-03 19:07:46,0.42,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-03 18:42:34,03012021P2,2025-09-11 07:19:38.07883
2021-01-03 18:42:34,2021-01-03 19:07:46,2021-01-03,2021-01-03 20:14:09,1.1063888888888889,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-03 18:42:34,03012021P2,2025-09-11 07:19:38.07883
2021-01-03 18:42:34,2021-01-03 20:14:09,2021-01-03,2021-01-04 05:36:35,9.373888888888889,Entry,3429,Cage,Underground,Underground2,Night,34292021-01-03 18:42:34,03012021P2,2025-09-11 07:19:38.07883
2021-01-03 18:42:34,2021-01-04 05:36:35,2021-01-03,2021-01-04 06:57:21,1.346111111111111,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-03 18:42:34,03012021P2,2025-09-11 07:19:38.07883
2021-01-03 18:42:34,2021-01-04 06:57:21,2021-01-03,2021-01-05 18:37:46,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-03 18:42:34,03012021P2,2025-09-11 07:19:38.07883
2021-01-05 18:37:46,2021-01-05 18:37:46,2021-01-05,2021-01-05 19:16:25,0.6441666666666667,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-05 18:37:46,05012021P2,2025-09-11 07:19:38.07883
2021-01-05 18:37:46,2021-01-05 19:16:25,2021-01-05,2021-01-05 20:23:07,1.1116666666666666,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-05 18:37:46,05012021P2,2025-09-11 07:19:38.07883
2021-01-05 18:37:46,2021-01-05 20:23:07,2021-01-05,2021-01-06 05:29:12,9.10138888888889,Entry,3429,Cage,Underground,Underground1,Night,34292021-01-05 18:37:46,05012021P2,2025-09-11 07:19:38.07883
2021-01-05 18:37:46,2021-01-06 05:29:12,2021-01-05,2021-01-06 06:54:30,1.4216666666666666,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-05 18:37:46,05012021P2,2025-09-11 07:19:38.07883
2021-01-05 18:37:46,2021-01-06 06:54:30,2021-01-05,2021-01-06 18:45:55,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-05 18:37:46,05012021P2,2025-09-11 07:19:38.07883
2021-01-06 18:45:55,2021-01-06 18:45:55,2021-01-06,2021-01-06 19:10:28,0.4091666666666667,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-06 18:45:55,06012021P2,2025-09-11 07:19:38.07883
2021-01-06 18:45:55,2021-01-06 19:10:28,2021-01-06,2021-01-06 20:30:08,1.3277777777777777,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-06 18:45:55,06012021P2,2025-09-11 07:19:38.07883
2021-01-06 18:45:55,2021-01-06 20:30:08,2021-01-06,2021-01-07 06:04:13,9.568055555555556,Entry,3429,Cage,Underground,Underground2,Night,34292021-01-06 18:45:55,06012021P2,2025-09-11 07:19:38.07883
2021-01-06 18:45:55,2021-01-07 06:04:13,2021-01-06,2021-01-07 06:55:19,0.8516666666666667,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-06 18:45:55,06012021P2,2025-09-11 07:19:38.07883
2021-01-06 18:45:55,2021-01-07 06:55:19,2021-01-06,2021-01-14 06:41:54,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-06 18:45:55,06012021P2,2025-09-11 07:19:38.07883
2021-01-14 06:41:54,2021-01-14 06:41:54,2021-01-14,2021-01-14 07:12:21,0.5075,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-14 06:41:54,14012021P1,2025-09-11 07:19:38.07883
2021-01-14 06:41:54,2021-01-14 07:12:21,2021-01-14,2021-01-14 08:21:35,1.153888888888889,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-14 06:41:54,14012021P1,2025-09-11 07:19:38.07883
2021-01-14 06:41:54,2021-01-14 08:21:35,2021-01-14,2021-01-14 17:34:18,9.211944444444445,Entry,3429,Cage,Underground,Underground2,Day,34292021-01-14 06:41:54,14012021P1,2025-09-11 07:19:38.07883
2021-01-14 06:41:54,2021-01-14 17:34:18,2021-01-14,2021-01-14 18:53:29,1.3197222222222222,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-14 06:41:54,14012021P1,2025-09-11 07:19:38.07883
2021-01-14 06:41:54,2021-01-14 18:53:29,2021-01-14,2021-01-15 06:34:32,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-14 06:41:54,14012021P1,2025-09-11 07:19:38.07883
2021-01-15 06:34:32,2021-01-15 06:34:32,2021-01-15,2021-01-15 07:10:14,0.595,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-15 06:34:32,15012021P1,2025-09-11 07:19:38.07883
2021-01-15 06:34:32,2021-01-15 07:10:14,2021-01-15,2021-01-15 08:18:29,1.1375,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-15 06:34:32,15012021P1,2025-09-11 07:19:38.07883
2021-01-15 06:34:32,2021-01-15 08:18:29,2021-01-15,2021-01-15 17:28:07,9.160555555555556,Entry,3429,Cage,Underground,Underground1,Day,34292021-01-15 06:34:32,15012021P1,2025-09-11 07:19:38.07883
2021-01-15 06:34:32,2021-01-15 17:28:07,2021-01-15,2021-01-15 18:49:20,1.353611111111111,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-15 06:34:32,15012021P1,2025-09-11 07:19:38.07883
2021-01-15 06:34:32,2021-01-15 18:49:20,2021-01-15,2021-01-16 06:54:08,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-15 06:34:32,15012021P1,2025-09-11 07:19:38.07883
2021-01-16 06:54:08,2021-01-16 06:54:08,2021-01-16,2021-01-16 07:12:02,0.29833333333333334,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-16 06:54:08,16012021P1,2025-09-11 07:19:38.07883
2021-01-16 06:54:08,2021-01-16 07:12:02,2021-01-16,2021-01-16 08:29:19,1.2880555555555555,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-16 06:54:08,16012021P1,2025-09-11 07:19:38.07883
2021-01-16 06:54:08,2021-01-16 08:29:19,2021-01-16,2021-01-16 17:42:43,9.223333333333333,Entry,3429,Cage,Underground,Underground1,Day,34292021-01-16 06:54:08,16012021P1,2025-09-11 07:19:38.07883
2021-01-16 06:54:08,2021-01-16 17:42:43,2021-01-16,2021-01-16 18:57:28,1.2458333333333333,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-16 06:54:08,16012021P1,2025-09-11 07:19:38.07883
2021-01-16 06:54:08,2021-01-16 18:57:28,2021-01-16,2021-01-18 06:49:08,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-16 06:54:08,16012021P1,2025-09-11 07:19:38.07883
2021-01-18 06:49:08,2021-01-18 06:49:08,2021-01-18,2021-01-18 07:15:47,0.44416666666666665,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-18 06:49:08,18012021P1,2025-09-11 07:19:38.07883
2021-01-18 06:49:08,2021-01-18 07:15:47,2021-01-18,2021-01-18 08:18:12,1.0402777777777779,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-18 06:49:08,18012021P1,2025-09-11 07:19:38.07883
2021-01-18 06:49:08,2021-01-18 08:18:12,2021-01-18,2021-01-18 17:28:59,9.179722222222223,Entry,3429,Cage,Underground,Underground2,Day,34292021-01-18 06:49:08,18012021P1,2025-09-11 07:19:38.07883
2021-01-18 06:49:08,2021-01-18 17:28:59,2021-01-18,2021-01-18 18:51:52,1.381388888888889,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-18 06:49:08,18012021P1,2025-09-11 07:19:38.07883
2021-01-18 06:49:08,2021-01-18 18:51:52,2021-01-18,2021-01-19 06:49:45,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-18 06:49:08,18012021P1,2025-09-11 07:19:38.07883
2021-01-19 06:49:45,2021-01-19 06:49:45,2021-01-19,2021-01-19 07:09:47,0.3338888888888889,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-19 06:49:45,19012021P1,2025-09-11 07:19:38.07883
2021-01-19 06:49:45,2021-01-19 07:09:47,2021-01-19,2021-01-19 08:32:29,1.3783333333333334,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-19 06:49:45,19012021P1,2025-09-11 07:19:38.07883
2021-01-19 06:49:45,2021-01-19 08:32:29,2021-01-19,2021-01-19 17:42:54,9.17361111111111,Entry,3429,Cage,Underground,Underground2,Day,34292021-01-19 06:49:45,19012021P1,2025-09-11 07:19:38.07883
2021-01-19 06:49:45,2021-01-19 17:42:54,2021-01-19,2021-01-19 18:54:39,1.1958333333333333,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-19 06:49:45,19012021P1,2025-09-11 07:19:38.07883
2021-01-19 06:49:45,2021-01-19 18:54:39,2021-01-19,2021-01-20 06:40:52,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-19 06:49:45,19012021P1,2025-09-11 07:19:38.07883
2021-01-20 06:40:52,2021-01-20 06:40:52,2021-01-20,2021-01-20 07:04:30,0.3938888888888889,Entry,3429,Perimeter,Surface Changehouses,Surface,Day,34292021-01-20 06:40:52,20012021P1,2025-09-11 07:19:38.07883
2021-01-20 06:40:52,2021-01-20 07:04:30,2021-01-20,2021-01-20 08:19:24,1.2483333333333333,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-20 06:40:52,20012021P1,2025-09-11 07:19:38.07883
2021-01-20 06:40:52,2021-01-20 08:19:24,2021-01-20,2021-01-20 17:37:19,9.29861111111111,Entry,3429,Cage,Underground,Underground2,Day,34292021-01-20 06:40:52,20012021P1,2025-09-11 07:19:38.07883
2021-01-20 06:40:52,2021-01-20 17:37:19,2021-01-20,2021-01-20 18:53:48,1.2747222222222223,Entry,3429,Deployment,Deployment Area,Surface,Day,34292021-01-20 06:40:52,20012021P1,2025-09-11 07:19:38.07883
2021-01-20 06:40:52,2021-01-20 18:53:48,2021-01-20,2021-01-28 18:51:10,,Exit,3429,Perimeter,outside the system,Surface,Day,34292021-01-20 06:40:52,20012021P1,2025-09-11 07:19:38.07883
2021-01-28 18:51:10,2021-01-28 18:51:10,2021-01-28,2021-01-28 19:11:45,0.34305555555555556,Entry,3429,Perimeter,Surface Changehouses,Surface,Night,34292021-01-28 18:51:10,28012021P2,2025-09-11 07:19:38.07883
2021-01-28 18:51:10,2021-01-28 19:11:45,2021-01-28,2021-01-28 20:21:18,1.1591666666666667,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-28 18:51:10,28012021P2,2025-09-11 07:19:38.07883
2021-01-28 18:51:10,2021-01-28 20:21:18,2021-01-28,2021-01-29 05:34:37,9.221944444444444,Entry,3429,Cage,Underground,Underground2,Night,34292021-01-28 18:51:10,28012021P2,2025-09-11 07:19:38.07883
2021-01-28 18:51:10,2021-01-29 05:34:37,2021-01-28,2021-01-29 06:54:39,1.333888888888889,Entry,3429,Deployment,Deployment Area,Surface,Night,34292021-01-28 18:51:10,28012021P2,2025-09-11 07:19:38.07883
2021-01-28 18:51:10,2021-01-29 06:54:39,2021-01-28,2021-01-29 18:42:50,,Exit,3429,Perimeter,outside the system,Surface,Night,34292021-01-28 18:51:10,28012021P2,2025-09-11 07:19:38.07883
